x1,x2,x3,cat,y_reg,y_bin
0.0012301533574825742,-0.2854158272158405,0.3588039528088937,a,0.7235783732864147,1
0.2987455375084699,-1.5062791006395633,0.3915930157503348,c,3.134007353924216,1
-0.2741378553622176,-0.9772578504980973,-0.4206814067973341,b,1.1230258630673573,1
-0.8905918387572742,1.3858391630461182,2.0208894329971416,b,-3.5708145633964974,0
-0.45467078517172255,0.8205786858900587,0.3710399612419042,a,-2.3570909156344837,0
-0.9916465549964624,-0.40166815215067564,1.7769289229773846,a,-1.4229149839348962,0
0.060143602597438485,-0.8701723702042559,0.9591389238981252,c,1.0795183594161235,1
1.3402152455545335,-1.893807136511814,-0.6622748070560666,c,5.166600488480335,1
-0.49220651855132963,-0.3936567119009843,-0.3821868156578954,b,-0.1486526424337999,1
-0.6204748998199404,-0.030903252586298,0.43610206735723056,b,-1.3625732363712109,0
0.4898420501851982,-0.08405435783448403,0.06117253183875087,a,1.6756585356271372,1
0.35688700816006075,-0.0937919279761702,0.04946114175893247,c,0.8730069357800198,1
0.10541424899789856,-1.121809627226926,-0.28620495437455035,b,1.7334367350277575,1
-0.9304680447082047,-0.06627388536561797,-1.808476355740995,b,-1.562053960441393,0
-0.02925182246327349,-0.038673379535105926,-0.22543264342069147,a,0.4498220137759551,1
0.6953031944582878,1.2905620378031775,-2.2181214639227598,a,-0.42370392793190376,0
-1.344214547285082,1.8667334543523622,0.3718195687849371,c,-5.79281556879712,0
-0.45761576104021817,-0.13698902691779163,-0.726057787427706,a,-0.6169972812324832,0
-1.901222739800844,-0.7663059511758866,-0.7154167261721429,b,-2.309087037571176,0
-1.289537739784976,-0.06498212976196366,-0.21930379562997881,a,-2.60491252218358,0
-1.8417350377917323,-0.607621275254437,0.27267234629586407,c,-2.9654486520546284,0
-0.23509113107468127,-0.7424338157462491,-1.4320061777359552,a,0.8975804393107365,1
-1.2674464814437032,-0.05865015192214237,-1.7486011895534066,c,-2.411925799878697,0
0.2712643588217015,-1.0433044311523152,-1.0660658714998135,a,1.8318498387011906,1
0.15675108662422516,0.6061067511550176,-2.0417275241987234,b,-0.6905946038794615,0
-0.18693094462995438,-0.10391554918407729,-0.9668496098892981,b,-0.40690418822528196,0
-2.516759710820513,0.25000830685995257,1.590883030522966,b,-5.33446471571335,0
-0.5386928958466366,-0.18294003597067152,-1.0565859164970517,a,-0.7755546093638813,0
-0.048500945401071985,-0.7272544472524123,0.6514051749001837,b,1.281491540841531,1
0.11330898600330756,-0.9479595597488518,-1.3716348082651353,b,1.8259735721252044,1
-1.5301357655053935,-0.23727600432454096,0.2991201525724937,b,-3.0952410230313188,0
-0.47775327603393064,-0.5487603374278119,-0.31973381221268193,c,-0.030618413062324407,1
-0.9785190780566395,0.23390133320957562,-0.05981278553427285,b,-2.083657076009291,0
-0.8088372394255993,-0.004431703197639366,0.5687775943675412,a,-1.4970571072965184,0
1.0608986233860787,-1.3623067479227293,1.7562401253161792,a,4.422772283476121,1
-0.8075346753318965,0.06712129942835174,0.19470634983327353,a,-1.8531455479738432,0
-0.0325217049455206,-1.3428604171407572,0.1243589513960949,b,1.7115392589986316,1
0.8843898673831739,-0.6164776255192805,-0.9733677174823148,c,2.9260136793558926,1
-0.583600432743302,-0.2943536092178474,0.5833396553323329,a,-0.9920366195312604,0
-0.11170194958415963,-2.075273277911311,-0.24607233054527072,b,2.3496216345042216,1
0.11046414324948059,0.09150744785998134,0.8320070429084299,b,0.3399921008732434,1
0.06378177425506196,0.15098334971433505,-0.0437064504849727,b,-0.27995770747855553,0
-1.2250558264176934,-0.15802419342467286,1.740855703809851,c,-2.2895919129507942,0
0.0761402303770081,-0.4243172724715942,-1.982916503137466,a,0.43926153240380444,1
1.3588234217415376,-0.37360366010814,-0.2965993601550742,b,2.946670436894005,1
-1.5471446781284823,-0.9765394686110568,0.8814816388012593,b,-1.9186273638342817,0
0.8593826880215982,-0.2697003697288119,-0.35069219708498706,c,2.0331534677034617,1
0.11935402569658124,-0.5526118035148618,-0.7921730690054608,a,1.1601255257044378,1
-0.6414703941072214,0.09168539268739877,-0.26588060573958244,c,-1.9949216811848927,0
2.000416546342423,-1.2041360895448572,-1.3799287476073374,c,5.9950805206566375,1
0.7622597120847118,0.235589909011144,0.11895377168976948,b,0.8756350199555573,1
-1.1992889021052233,0.1432188934776698,2.440461840173224,c,-2.879984083915467,0
0.07451622877146342,-0.1415628321787237,1.145031498226728,b,0.5308405528297608,1
0.5766895836701853,-0.439204823086289,-1.1090091065152694,a,1.7935279188412057,1
-0.1887821253507493,0.5523398924701125,-0.8733410823282927,c,-1.5901825359668396,0
0.682910267195206,-1.6646017067938645,-0.40472780902245364,a,4.323871266389801,1
-0.06651732014941557,0.4604533381451202,1.0044161277339365,a,-1.0388700487517073,0
0.6672475608343279,0.24303746619037217,-0.8214870091691876,c,1.0317679103699693,1
1.438522591656152,0.28337629253461555,-0.6902314189475338,c,2.501953331662344,1
-0.6756622510056528,0.3833125924326753,0.8847494335149046,a,-1.5734616001945199,0
0.20313861038960904,-0.6536444065928503,0.8646525704751467,c,1.2728266218070214,1
-0.46330757653841514,-0.25946005830143554,-0.3738146603894485,b,-0.28540264452902836,0
0.12726841122583082,0.6370583312163494,-1.1177634143727924,a,-0.8865230549523941,0
-1.18719452785014,0.4306392440831103,-1.549744823262707,c,-2.7398157071993907,0
-0.5793015965026732,0.20671276544264874,-0.6989901269101042,c,-1.6594184985647793,0
-0.1961959728044967,-1.5143202451196276,-2.230528902271529,c,1.7885361474168244,1
0.8987638721004078,0.5378871148832081,0.7498198819099152,b,1.4646887088507612,1
1.145222007454132,1.1694709919931063,-0.6300306998045586,c,0.615480373948189,1
-1.323527792484255,1.0096714930428576,0.48129366424513825,c,-4.1341230813571235,0
-0.7946423659870495,0.2338780487691054,1.8683248876013339,b,-1.3795894863747433,0
0.6469034225734218,-1.5576786036041945,1.172995707132864,c,3.720663919061506,1
-1.9924197841744944,0.9425448142280201,-1.1511348379469908,c,-5.602691116623171,0
-0.46316986495236695,-0.1472546367197673,0.8692489864766937,a,-0.5218007752514549,0
-0.09728692567008902,-2.5325196480669656,1.1578570275164373,b,3.3087853915082457,1
1.2570149772868198,0.37720740310720396,-0.7463565180960922,c,2.230297984598813,1
0.6894039005707556,-1.4921717830795365,-0.9532969230720043,a,3.918559915715858,1
-0.32721342022219785,-1.296440580195063,-0.1096918973385416,b,1.1469942352128917,1
